Name,Phone,Email,Join Date,Amount,Address,Zip,Note
N/A,010-2736-7222,egz8jf@test.co.kr,2024-08-07,418608,부산,559,NULL
Unknown,01019458283,lu8nu9@,8/12/2021,591260,대구,942,---
김철수!!,01050894814,3z5rdo,2024-09-28,45563,Gwangju,309,NULL
박 민수,010-0254-7368,pt2p6p@test.co.kr,2023. 12. 1,358987,Jeju,39826,Note
Unknown,01074708887,wmz39c@gmail.com,4/21/2024,319,278원,Daejeon,421,NULL
홍길동,Phone: 7476-6873,4na0d@@test.co.kr,2024. 7. 12,921,626원,부산,1208,NULL
최.영.희,010 8368 0464,thbtn8@@test.co.kr,2024-01-07,466409,Incheon,328,NULL
김철수,010-6872-5017,go5v2n@com,2020. 10. 12,약 116천원,Sejong,435,NULL
Lee James,+82 10-4019-9735,nn1j0f@com,2020-09-24,692,723원,부산,307,Note
Unknown,+82 10-3338-7421,9sezka@,2023. 3. 13,257,054원,Jeju,75325,Note
 박 민수 ,Phone: 5852-2409,hdusqt@test.co.kr,4/24/2021,131739,Incheon,215,---
김철수,010 2524 6083,15dgz@hanmail.net,1/28/2024,958031,Incheon,273,NULL
홍길동,010 7900 5707,u8mci9,2022. 4. 17,약 469천원,Gwangju,458,Note
Lee James,010 7100 8174,jsd5om@@gmail.com,11/15/2024,7.9392만원,Jeju,14471,---
N/A,010-9894-5456,s9jpj4,10/12/2020,약 531천원,Jeju,56804,NULL
최.영.희123,010 9551 8320,n36sx,2022. 1. 21,약 953천원,Gwangju,190,Note
N/A,01076093104,hzoyx6@com,2022. 3. 22,약 982천원,Gwangju,67525,Note
N/A,+82 10-4394-1595,2qybm7@@hanmail.net,2024-03-13,84.2106만원,Incheon,21662,---
박 민수,010-9016-9145,eb8iz@@naver.com,2023. 5. 21,726378,대구,984,Note
최.영.희!!,Phone: 4195-2374,gth06h,7/13/2024,867230,서울,24123,---
N/A!!,010 5020 2807,rlol78@naver.com,10/9/2021,약 568천원,Gwangju,798,---
N/A!!,010-4562-4556,xgnket,2021-05-14,713,115원,서울,484,NULL
N/A,01062032201,g0f15f,1/9/2022,54,054원,서울,25,Note
Lee James,Phone: 4342-1197,utq2l,8/27/2021,126442,Daejeon,34412,Note
 박 민수 ,01078607146,40r5ik@com,2023. 2. 21,468476,Daejeon,28031,---
 박 민수 ,Phone: 6635-2900,layeb7@,2022-11-24,342401,Sejong,933,NULL
박 민수,+82 10-8965-7907,iq80yk@gmail.com,2021-04-13,768,532원,Incheon,343,Note
 김철수 ,010 0008 6144,76ciml@naver.com,2024-03-25,57,049원,Daejeon,76394,NULL
최.영.희,010-9689-6390,rp4e1@@hanmail.net,2022-01-22,22.387만원,Incheon,21965,NULL
홍길동123,Phone: 8062-2707,9jo0k7,4/10/2020,444,421원,부산,255,NULL
홍길동,010-4195-4578,ueyx4j,2020. 9. 23,918280,서울,54154,NULL
N/A,+82 10-7282-5653,ftddnq@naver.com,2/16/2022,약 49천원,Sejong,576,NULL
홍길동,010-9085-8270,z5a4kn@com,10/26/2022,904899,Gwangju,743,NULL
 Lee James ,010-3474-8212,03j2n@com,1/25/2023,약 691천원,대구,30135,---
Unknown,010-0545-1175,t8cjd@test.co.kr,2023. 3. 5,약 678천원,Sejong,14389,---
 Unknown ,Phone: 6797-7205,2v08wt@com,4/5/2020,398043,Daejeon,17518,---
박 민수,010 8369 6079,u8sldt@hanmail.net,2024-08-19,88198,대구,24610,NULL
홍길동!!,010-0301-4829,jao1hg,1/1/2024,659525,Daejeon,330,NULL
 Lee James ,Phone: 6009-8569,jlulmiyh@hanmail.net,12/19/2024,204156,서울,428,NULL
김철수,01062015532,0vpijc@gmail.com,4/15/2022,951927,Sejong,75087,Note
Unknown,010 0139 9222,heqmt@test.co.kr,2024-11-15,942,128원,부산,23193,Note
Lee James,Phone: 8305-6745,j5qown,2021-11-13,946,764원,대구,295,Note
 Lee James ,Phone: 2261-9475,diw3er@hanmail.net,2021. 9. 25,938690,Incheon,11109,NULL
김철수,+82 10-8883-7398,c21xa@@com,1/14/2020,777,830원,Gwangju,549,NULL
홍길동,Phone: 3894-0700,5g69d,2022. 3. 23,69.2504만원,Sejong,413,---
김철수123,01064976846,at889h@@gmail.com,2023-01-22,85.3203만원,Sejong,390,Note
홍길동123,01019422295,66kqzj@test.co.kr,11/4/2022,39.9211만원,Incheon,63601,NULL
최.영.희,010-9046-5511,stljai,2020. 10. 8,623,279원,대구,99927,---
최.영.희!!,+82 10-6032-5748,o39idd@test.co.kr,8/17/2023,78.8793만원,서울,562,Note
N/A!!,010-9752-4207,hhke4r@@test.co.kr,2021. 8. 6,86.1148만원,Incheon,30850,NULL
홍길동!!,01093562535,ydxpqod@,5/21/2020,348,500원,부산,9823,---
박 민수,01063316525,9syymd@hanmail.net,2/14/2020,98.7275만원,서울,90909,NULL
최.영.희123,+82 10-6002-8458,9wfef@gmail.com,7/16/2020,339986,Jeju,14962,Note
N/A,+82 10-7273-3170,n9kcgb@naver.com,5/12/2020,872,091원,Sejong,368,Note
김철수123,Phone: 0181-6823,828jbs@gmail.com,2020-06-08,약 814천원,Gwangju,93,Note
N/A!!,010 6507 9506,h3eame@naver.com,2020. 1. 2,984487,Incheon,596,---
박 민수,Phone: 5860-9361,yyfoj@@test.co.kr,2020. 12. 4,777900,부산,614,---
Unknown123,Phone: 8063-7537,5hqsi4@hanmail.net,6/18/2024,107,251원,Sejong,574,NULL
Lee James,01091142252,wtj0ud,2023. 4. 15,398378,대구,622,Note
Lee James,Phone: 7815-7108,1ambg@naver.com,11/14/2021,441663,대구,311,NULL
 Lee James ,Phone: 9423-2006,ctv6yu@hanmail.net,2020. 1. 22,974,345원,Jeju,19590,---
김철수,+82 10-8581-1241,2zqnjg@,2021. 3. 9,966,016원,Daejeon,2580,NULL
홍길동,Phone: 2967-2278,eu21t@com,2023. 5. 25,817303,Daejeon,591,Note
Lee James,Phone: 2205-5177,5e7xxh,2023-07-23,603,592원,부산,91,---
 홍길동 ,Phone: 5350-5880,md5psd@com,2021. 1. 14,591608,서울,926,Note
N/A,010 9666 6259,9f14be@com,10/1/2021,87.1736만원,대구,414,---
홍길동,+82 10-8060-4953,vnib9h@,2020. 7. 26,99.2777만원,Incheon,5209,NULL
 Lee James ,010-2520-5710,w106v3@gmail.com,2021. 1. 13,약 477천원,대구,760,NULL
 Lee James ,01079394147,f136am@com,2022. 3. 5,1.9549만원,부산,54546,NULL
최.영.희,010 8262 5835,8kq1w6@test.co.kr,2021. 7. 5,973,877원,Sejong,640,---
김철수,+82 10-6576-1546,famr54@hanmail.net,3/26/2022,약 611천원,서울,622,Note
Unknown123,Phone: 2014-4582,b1jcu@,6/10/2021,약 720천원,Jeju,85343,Note
홍길동123,010 1982 8330,wtg23u@@hanmail.net,2022-10-24,995,837원,부산,111,Note
홍길동,01083157858,cgyo4l@test.co.kr,10/18/2024,563794,서울,740,NULL
김철수123,01080206047,18lz28@,2021-11-10,918,379원,서울,855,---
최.영.희,01007590276,jxw1ub@@gmail.com,2024-08-08,190796,대구,47628,Note
N/A123,010 3369 5324,fy16no@naver.com,2022-06-28,656,155원,Daejeon,39197,NULL
 최.영.희 ,01038590424,awlp@com,2022. 9. 26,약 281천원,Daejeon,244,Note
 Lee James ,010-3134-8132,8m1b3f,3/7/2022,440,854원,Gwangju,247,---
Lee James,+82 10-3459-8506,5k7uj@@hanmail.net,2024-02-27,278,636원,Gwangju,949,Note
N/A,010-6619-9312,9nilks,2024. 6. 26,26192,대구,865,---
N/A,010 1332 5031,thduxa@hanmail.net,3/12/2023,약 896천원,Incheon,190,NULL
Lee James!!,Phone: 8981-9064,2km5tt,8/4/2023,32510,Gwangju,67610,Note
 최.영.희 ,010-9822-4202,oynl1h,3/15/2023,824532,Daejeon,15703,Note
Lee James,010 3637 9776,bq5ija,2023-12-27,983490,Daejeon,502,Note
Lee James,010 6043 4769,sj51ao@test.co.kr,2022-12-11,약 37천원,부산,89704,Note
김철수,Phone: 1316-2282,5qdpcf@naver.com,11/23/2023,67894,서울,79097,NULL
박 민수,01031990432,e9krf@gmail.com,4/26/2024,510003,부산,53769,---
박 민수,+82 10-6162-1131,w7vl5q@@com,2020-02-06,738,544원,Daejeon,742,Note
홍길동,010 7297 3234,qgghlc@gmail.com,2021. 11. 7,780,171원,대구,974,NULL
김철수,010 1032 7736,q3nlr4,2021-08-04,5.2586만원,부산,37076,Note
Unknown,01094731328,cxaq0p@naver.com,11/17/2023,14.4645만원,Incheon,759,---
Lee James123,010-8255-7321,6lzs56@com,2023-02-04,559809,Jeju,640,NULL
Lee James,010 3267 9386,uk8owf@hanmail.net,7/23/2023,약 507천원,Sejong,68021,NULL
박 민수,010 8967 0649,cz104@gmail.com,2024. 11. 16,826,508원,Jeju,360,NULL
Lee James,010-0487-0083,svgzlb@naver.com,2022-12-13,886,679원,Daejeon,194,---
최.영.희,Phone: 7204-7282,qqtb6l@test.co.kr,5/22/2022,299,734원,Gwangju,637,Note
최.영.희123,+82 10-4514-7226,o6vwl,2021. 8. 4,203,688원,Incheon,443,NULL
N/A,Phone: 7062-5223,cupizh@@hanmail.net,7/13/2020,약 267천원,부산,405,Note
박 민수,01017869295,fhunt6@test.co.kr,8/3/2023,502,072원,Daejeon,51655,Note
홍길동,010 4936 8158,jvnu9@@naver.com,11/3/2021,818272,Daejeon,23103,---
Unknown123,010 4060 7788,fqd68e@naver.com,2020-03-24,689,650원,Sejong,90336,NULL
 박 민수 ,+82 10-4505-8650,zpsrk,2021-09-17,약 613천원,Sejong,778,Note
Unknown,+82 10-3441-7338,49l6yn@@naver.com,2024-09-19,83.1649만원,Jeju,180,Note
최.영.희,01066633240,3v788@@com,2020-01-02,193,241원,부산,81288,Note
최.영.희,010-1010-2451,teor@,6/7/2023,55.0145만원,Gwangju,73448,---
N/A,Phone: 2172-6673,9wh1h9@test.co.kr,2021. 4. 23,309109,서울,475,Note
N/A,010 0653 1394,7fnip@,2024. 5. 5,256,571원,Jeju,873,---
최.영.희,010-6089-2995,nbatht@@com,2023-08-17,721,153원,서울,104,Note
Unknown,Phone: 4868-2247,knhkp@naver.com,4/20/2020,80.7746만원,Sejong,558,Note
김철수123,Phone: 7246-4368,ylaos@test.co.kr,8/24/2020,약 960천원,Gwangju,62781,---
N/A123,Phone: 5177-0725,2dymb49@gmail.com,12/11/2021,약 858천원,Jeju,375,Note
Unknown,01001471765,r4vf7k@@naver.com,3/1/2022,314,452원,Daejeon,99144,NULL
 N/A ,01039612223,4gxiw8,2020. 4. 11,626,864원,Sejong,78585,NULL
N/A,+82 10-0089-4833,hvspyj@naver.com,2/25/2024,314,337원,Jeju,96337,NULL
최.영.희123,Phone: 3966-8394,i89iaf@test.co.kr,4/22/2023,626,442원,부산,557,NULL
김철수!!,01069435265,ldqw7p@,2024. 7. 9,73.6588만원,Sejong,99486,---
N/A123,+82 10-5822-6948,3rvfeu@test.co.kr,2021. 10. 19,83505,부산,61400,---
박 민수123,01025989211,kxfvmj@,4/5/2021,약 84천원,Jeju,121,---
박 민수,010-7766-9299,dgkry8@hanmail.net,2023-05-04,800324,부산,15058,Note
최.영.희123,+82 10-0418-2787,mo30in@naver.com,2020-12-06,86.1276만원,서울,97265,---
N/A,010-4585-4729,2mhv4m@,7/24/2021,약 776천원,대구,664,Note
홍길동,+82 10-7175-1452,2fmgz4k@naver.com,9/10/2022,약 904천원,Incheon,26840,Note
홍길동,010 6323 6235,vwy1@test.co.kr,2022-12-01,약 911천원,Incheon,794,NULL
박 민수,01030811797,h0qtzk@@naver.com,8/15/2024,약 862천원,서울,4612,NULL
 Unknown ,01016414147,pxvww6@hanmail.net,2021. 12. 3,약 763천원,대구,293,Note
N/A,01042471473,8r4p8@test.co.kr,2023-07-16,903,175원,Sejong,679,NULL
 Unknown ,010-3528-2111,76139a@,2021-07-09,84,104원,Daejeon,917,---
박 민수,010-8466-6460,izn096@,6/10/2020,700041,Gwangju,2837,---
Lee James,01098876698,wrs5ll,6/25/2021,193,254원,Jeju,57367,---
N/A,+82 10-5679-5364,g1608u@test.co.kr,2023-08-03,815,119원,Incheon,669,Note
김철수,Phone: 4982-8711,t26agi@,5/11/2023,35.7084만원,Gwangju,80760,Note
박 민수,+82 10-3446-9797,49qf9i@gmail.com,10/25/2020,516,157원,서울,267,NULL
 Lee James ,010 5464 8214,xmev14@naver.com,9/4/2024,291507,Sejong,37720,Note
박 민수,010 3236 8213,t9m8sub@hanmail.net,2020. 3. 25,429337,Incheon,409,Note
최.영.희123,010 8522 8523,3zal6r@@com,9/27/2020,636,738원,Incheon,65695,Note
Unknown123,Phone: 7294-5809,eruidn@naver.com,2020-09-07,73.5729만원,Sejong,88309,---
김철수,Phone: 8867-5779,zfr1u@test.co.kr,2022. 2. 25,약 782천원,Incheon,379,---
최.영.희,010-0879-1439,3e2wi7@hanmail.net,2024. 7. 14,526,278원,Jeju,512,---
박 민수,010 0229 1553,oszrjn@gmail.com,2023-01-13,약 506천원,Incheon,8227,Note
홍길동!!,+82 10-1338-3397,nks39@hanmail.net,3/15/2023,19.6714만원,Incheon,905,Note
 Unknown ,Phone: 3161-6979,majo7u@@,9/1/2022,705349,서울,349,NULL
Unknown,+82 10-1475-6848,lyk65m@com,2023. 11. 5,58.3181만원,대구,4934,NULL
홍길동123,010-7194-5666,ks17pa@com,4/1/2022,약 650천원,부산,373,NULL
김철수,+82 10-8541-3652,ut0v3ni@hanmail.net,2020-03-07,862837,Sejong,5439,NULL
김철수123,01016929001,jc2ckd@@gmail.com,6/28/2021,924702,Sejong,315,---
 N/A ,Phone: 4665-2255,e9jvn@@com,2020. 10. 7,264,153원,대구,287,---
홍길동,+82 10-5670-7113,p8igwcm@@,2022. 9. 28,약 533천원,Jeju,146,---
Unknown!!,Phone: 1910-2775,u5rpri,2020-11-20,85.3235만원,Gwangju,86129,NULL
김철수,010 4295 4045,ojibq,2021-04-23,약 158천원,Daejeon,79794,---
박 민수,+82 10-7926-5243,m98x7h@,2023-04-08,286465,Daejeon,38737,NULL
Lee James,+82 10-6445-8606,3xlfq@gmail.com,2020-08-23,약 286천원,Jeju,43844,Note
홍길동123,Phone: 9879-4736,vjtbx6@hanmail.net,2/15/2024,1.5179만원,대구,587,Note
Unknown,010-6555-9390,ss5afl@test.co.kr,6/28/2020,51.3343만원,서울,810,---
최.영.희,010 8677 5674,hjtxp@@com,9/26/2020,953933,Jeju,462,---
Unknown!!,010 4804 9511,llp7i@hanmail.net,2024. 9. 6,244486,Jeju,516,Note
Unknown,+82 10-8223-3688,2dmo3d@naver.com,5/21/2024,737,550원,Daejeon,121,Note
 Unknown ,Phone: 0558-3469,fal94i,2020. 11. 16,101,062원,Sejong,49669,---
 홍길동 ,01011200367,d2tieo,5/20/2023,약 442천원,부산,788,NULL
Lee James,010-6521-1347,df4n1@,2024. 2. 20,560,603원,Gwangju,460,NULL
N/A,010-4357-0427,i7j5e@naver.com,2023. 9. 5,215,248원,Sejong,8140,Note
김철수,Phone: 9099-7395,xwopdf@hanmail.net,2/26/2022,약 650천원,Jeju,60912,Note
김철수123,010-4590-0034,xuawfc@com,10/25/2021,232,565원,Gwangju,16841,NULL
 김철수 ,010 6567 0787,gr6r06@@,2022. 11. 1,484,474원,부산,724,NULL
Lee James,01098703121,yrj1m7@@com,2021-09-05,약 827천원,Incheon,817,---
최.영.희,010-8524-2628,bp4j8@gmail.com,2021. 4. 28,66.3136만원,서울,203,NULL
 김철수 ,010-1142-1732,j9vqtg,2023-06-01,16.045만원,Incheon,13660,---
Unknown!!,01066267516,q4b51@com,2021-04-28,752567,Jeju,886,Note
N/A,01055129499,dphi6,2023-08-19,91.6162만원,부산,160,Note
최.영.희123,+82 10-4583-7147,n6g5uk@hanmail.net,4/20/2020,328,361원,부산,80123,NULL
Unknown!!,Phone: 6313-3356,g4lzwg@test.co.kr,2024-03-16,459688,Sejong,24429,NULL
홍길동,01029930009,ifpah@hanmail.net,2020. 11. 23,19.6556만원,Sejong,63,---
홍길동,Phone: 7915-1651,6h863p@test.co.kr,2022-05-22,43.5487만원,Jeju,32616,NULL
Lee James,010-8027-5535,ayhvs,10/5/2021,928430,Gwangju,49083,Note
홍길동!!,010-2236-6350,yfs1gs,2021-05-15,0.1761만원,대구,458,---
 김철수 ,010 0093 7393,hbdqu@naver.com,8/5/2020,821085,Sejong,78841,Note
N/A,+82 10-4011-6108,ys418f@test.co.kr,4/13/2020,38.5242만원,서울,91996,Note
최.영.희!!,01031639930,l3pag,9/27/2024,241,677원,부산,688,NULL
Unknown,010 2106 5934,fpunm,2020-06-11,808,142원,대구,564,---
Lee James!!,010 7381 3545,jugri@hanmail.net,2023. 1. 15,78.3558만원,Jeju,868,Note
최.영.희,+82 10-7675-4415,sgxqqk@com,2020-01-25,940,814원,Gwangju,328,NULL
 최.영.희 ,+82 10-1368-2445,rf60ns,9/5/2021,약 766천원,Daejeon,325,Note
김철수,010-6032-6242,ihcy9a@,10/3/2021,813,574원,서울,472,Note
N/A,01004522502,lpuah@com,11/3/2023,약 164천원,Daejeon,977,Note
김철수,010 2053 1418,fcdaoj@hanmail.net,2024. 9. 21,약 11천원,서울,646,Note
Unknown,01088328578,i45kac,3/8/2023,63.0881만원,Gwangju,407,---
Unknown,01023123653,brztl@naver.com,2022-05-02,20.2437만원,서울,2053,Note
최.영.희,010-2053-5301,xiblsf@naver.com,2023. 10. 19,601,001원,서울,728,---
Lee James,01036675729,jsk0cs,2022-01-09,777978,부산,118,---
김철수,010-7727-0990,j0z4lg@com,2/24/2020,722654,서울,21620,Note
최.영.희!!,01097413690,gwxzr8@naver.com,2024-04-10,73.5414만원,Daejeon,230,Note
최.영.희123,Phone: 9142-4878,nnt7gh@naver.com,2020. 1. 3,26.3009만원,Incheon,68676,---
홍길동123,Phone: 6588-6629,120d3c@naver.com,2021-07-28,887,516원,Sejong,419,NULL
박 민수,Phone: 3171-8418,phjjg7@test.co.kr,2020-09-24,22.6813만원,Jeju,72739,Note
박 민수!!,Phone: 0922-5066,qvn8yp9@test.co.kr,11/18/2021,168354,Daejeon,69,Note
N/A,Phone: 6849-3687,r54x@naver.com,2023. 12. 4,708,226원,Incheon,431,NULL
홍길동,+82 10-4082-9038,4adrsc@,2024-06-11,약 386천원,Gwangju,62384,Note
홍길동123,010-4944-0240,k6egz@com,11/15/2021,728,695원,Daejeon,52496,---
최.영.희!!,Phone: 0034-8323,g5noom@hanmail.net,2020-02-19,861,955원,Jeju,490,---
N/A,Phone: 0122-8466,4i52f7@@naver.com,2023. 2. 4,약 353천원,서울,403,Note
Lee James,010 0319 1347,wancu@,2024. 9. 26,17.0836만원,Sejong,55479,---
Unknown123,010 4939 8567,j21vm@naver.com,2021-03-03,약 556천원,대구,302,NULL
박 민수,010 8319 4818,4e2r69@com,2020. 8. 12,39.1836만원,Sejong,8560,Note
최.영.희123,Phone: 2943-2754,3whuuo@gmail.com,2021-12-18,70.6802만원,Incheon,276,Note
 김철수 ,010 4593 4148,au6hwa,2024-04-03,921,976원,Sejong,61278,Note
Lee James,01074186515,3ei6nf@hanmail.net,2/8/2023,210,716원,대구,89030,NULL
 N/A ,+82 10-8829-9261,du09e7@hanmail.net,7/15/2024,122,494원,대구,90623,Note
김철수,Phone: 5584-8694,9d3x3@@gmail.com,2024-09-24,87.1436만원,서울,651,Note
Unknown!!,01020617710,0lvhc@hanmail.net,2024-11-26,388,203원,부산,41467,Note
N/A,+82 10-4018-2769,2kfv2@@hanmail.net,2024-05-06,약 39천원,Sejong,16734,---
최.영.희,010 2863 0544,nqqhla,11/9/2023,584,215원,Incheon,78239,NULL
Lee James123,+82 10-3636-1330,d6dvh,12/26/2021,984371,Gwangju,33335,---
 김철수 ,010 0444 3836,9z1wlb@hanmail.net,4/8/2022,약 182천원,서울,51126,NULL
 Unknown ,010-2686-7669,p4pq9i,9/19/2021,964577,서울,888,NULL
Lee James123,Phone: 5909-4069,n102xh,2024. 3. 22,815818,서울,49480,Note
Unknown,01037683918,bsic9c@hanmail.net,12/17/2024,580734,Gwangju,542,---
박 민수,Phone: 4484-6254,8f5up@gmail.com,12/3/2022,640644,Daejeon,30910,---
홍길동,010-4343-2916,bes6z@naver.com,6/6/2021,997318,Incheon,800,---
Unknown,01036485889,ojgha@test.co.kr,12/4/2021,약 418천원,서울,114,Note
박 민수,Phone: 7852-6472,grkca@com,2022-02-10,825649,Sejong,235,NULL
Lee James,01048897489,7lbrbi@@com,2023-04-01,약 932천원,Jeju,6130,NULL
김철수,010 9457 1180,ajis5a@test.co.kr,9/13/2022,51.5641만원,부산,27800,NULL
 김철수 ,Phone: 6448-4400,al50q,2024-02-15,270,995원,Gwangju,728,Note
N/A,010-6215-6054,9m0o35@hanmail.net,2/13/2024,약 551천원,Sejong,883,NULL
Lee James,010-4194-7264,100xan@hanmail.net,2022-07-05,약 568천원,대구,34953,NULL
홍길동,+82 10-7743-3679,cc8r5@test.co.kr,2024-01-03,928,355원,부산,94953,---
박 민수,Phone: 9805-3802,jpi2qo@,5/24/2024,172,109원,Gwangju,593,Note
 최.영.희 ,010-2323-4931,rmzh9e,9/23/2022,264970,부산,367,Note
Lee James,+82 10-3017-5669,qw1hos@naver.com,2022-12-19,380,754원,Incheon,284,Note
Lee James,Phone: 1274-9385,7kudr@com,5/6/2022,305136,Gwangju,59944,Note
 홍길동 ,010 7325 4713,cgdig5@naver.com,4/12/2020,70.9825만원,Incheon,17730,NULL
 홍길동 ,01015765160,7fup19@gmail.com,5/15/2021,약 432천원,Incheon,996,---
최.영.희,Phone: 3171-7053,tvqah@@gmail.com,2021-10-19,82.6571만원,부산,547,NULL
 홍길동 ,010 1840 1083,u52zed@gmail.com,6/9/2023,910,398원,Sejong,12,---
 홍길동 ,010-1458-2936,wgzyaw@gmail.com,2/17/2024,911,788원,부산,895,NULL
김철수123,01035253913,pritlr@gmail.com,9/4/2021,111056,대구,22759,---
최.영.희,01062830106,4ctgy@com,8/7/2021,약 64천원,Incheon,936,Note
최.영.희!!,01056360638,b40tug@com,2020. 6. 9,37.646만원,Jeju,720,---
홍길동123,+82 10-6907-5467,awvdee@naver.com,5/11/2020,86.5051만원,Incheon,65530,---
Lee James,+82 10-9790-1459,acbx9j@test.co.kr,1/3/2023,약 864천원,Daejeon,30,NULL
최.영.희,+82 10-1001-8303,btxpqm,2024-07-06,약 90천원,Incheon,83877,NULL
김철수123,010 6152 5791,78sfy@@,2022-09-09,363,820원,부산,255,---
홍길동,Phone: 2699-6197,c57a99@test.co.kr,2020-04-01,175323,Incheon,61849,---
Unknown,010 2062 7883,wgx9sx@com,2021. 6. 12,64279,대구,270,NULL
 N/A ,Phone: 7904-5842,xw84yv@hanmail.net,2024-02-23,92,118원,부산,65442,Note
Lee James,010 7057 3298,8gcl8t@,2021. 7. 2,968,367원,Incheon,53825,NULL
N/A123,010-7835-7742,w77htf,2020. 8. 10,405,037원,Incheon,69898,NULL
 Lee James ,Phone: 8771-3113,92uhmf@com,2022-05-04,49,572원,Gwangju,481,NULL
N/A,010-4941-2904,lk997m@gmail.com,2020-06-05,80.9047만원,Gwangju,34,Note
김철수123,+82 10-0086-8239,t8hzmn@test.co.kr,2024. 6. 25,158,563원,Sejong,685,Note
 Unknown ,Phone: 6007-1993,icpsld@@test.co.kr,7/26/2020,691711,부산,28261,Note
최.영.희,+82 10-9967-0068,skmd0g@com,6/25/2024,998,713원,부산,530,NULL
홍길동,010 5509 1072,hj7au9@hanmail.net,9/19/2020,425698,Jeju,745,NULL
최.영.희123,Phone: 7965-7443,yjmytl,1/18/2020,250283,Jeju,781,---
Lee James123,010-9146-2285,491bo5f@,2021. 3. 16,29,672원,Daejeon,761,---
 김철수 ,01056940671,sepnml,2021. 1. 18,119010,부산,56322,Note
최.영.희123,010 2413 2282,c5s3bh@test.co.kr,10/3/2022,91.5532만원,대구,58212,Note
Lee James!!,Phone: 9110-7775,f1mh7q@,2021. 4. 28,518450,부산,890,Note
 홍길동 ,010-6161-0685,oli626@@hanmail.net,2020. 5. 8,193204,대구,84939,NULL
Unknown!!,Phone: 7006-8161,v621i2@@gmail.com,5/8/2024,69.082만원,Incheon,73838,---
Lee James,+82 10-7301-0072,qy4xnb@@hanmail.net,2021. 12. 9,641755,Jeju,196,NULL
Lee James,01022313954,uajm9b@gmail.com,2023. 5. 21,약 135천원,Daejeon,58331,Note
 최.영.희 ,010-5092-1625,xzuwui@test.co.kr,2023. 6. 26,554294,대구,801,NULL
Lee James123,01035515833,3opdr@naver.com,2023-05-13,35.4821만원,대구,42263,NULL
박 민수,+82 10-9137-0399,f7t2ro@,2021. 1. 12,10,538원,Gwangju,27596,Note
박 민수!!,010 9360 7596,aw5d8,7/15/2021,78.0831만원,Gwangju,32981,NULL
최.영.희123,+82 10-3537-3509,j3vgwd@com,2022. 7. 1,292192,Sejong,57798,Note
홍길동,Phone: 9350-0731,vz9qrz@,9/19/2022,94.0751만원,Sejong,779,---
박 민수123,Phone: 9904-3812,di0f84@hanmail.net,7/12/2021,912243,Incheon,19279,---
최.영.희,010-6830-0822,wxjru@,2023-04-16,686094,서울,58812,NULL
Lee James,010 2951 1122,3ro6yb@naver.com,6/4/2022,약 378천원,대구,312,---
Lee James,01068671215,b6175f,11/15/2022,208,132원,Gwangju,791,---
 Unknown ,01025940541,fodmge@test.co.kr,12/28/2023,817,030원,대구,365,NULL
 박 민수 ,+82 10-6913-4576,724sq@com,2023. 7. 17,747,264원,Gwangju,18220,Note
 박 민수 ,01030424375,a7w4on@,2024-01-04,722900,Gwangju,276,NULL
 김철수 ,010-0304-9180,o718s@naver.com,1/24/2023,196,097원,Gwangju,903,Note
박 민수,010 3430 8064,xphy3b@com,9/23/2021,685102,Incheon,59759,---
박 민수,01093601908,ue81g5@hanmail.net,2020. 9. 13,약 842천원,부산,15,---
박 민수,010-8101-7262,wolulk,2021-05-14,약 892천원,Incheon,26440,NULL
Unknown!!,010 9621 6651,onp2h@@hanmail.net,2020. 8. 27,902087,Sejong,651,---
 김철수 ,010 1204 5416,rmyggl,2021-06-13,138,859원,Sejong,52515,---
Lee James,010-0079-5406,qkz8yj@naver.com,2023-07-09,743977,대구,23,---
 Lee James ,Phone: 9824-6143,27685k@,11/18/2023,772,010원,Sejong,437,---
N/A,010 3239 1456,1aj5zk@@com,2021-02-11,442164,Daejeon,571,NULL
김철수,Phone: 8794-1853,hhuqip@naver.com,2022-04-24,70,466원,Incheon,92226,NULL
